INCIDENT_NUMBER,DATE_OCCURED,UOR_DESC,PREMISE_TYPE,OFFICER_ATTACKED
80-21-019664,4/8/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-019666,4/8/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-21-019674,4/8/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-21-019676,4/8/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-019682,4/8/2021,TERRORISTIC THREATENING 3RD DEGREE,HOTEL / MOTEL / ETC.,0
80-21-019683,4/9/2021,TERRORISTIC THREATENING 3RD DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-019686,4/8/2021,ASSAULT - 1ST DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-019689,4/9/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-019693,4/9/2021,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE,RESIDENCE / HOME,0
80-21-019696,4/9/2021,TERRORISTIC THREATENING 3RD DEGREE,HIGHWAY / ROAD / ALLEY,1
80-21-019699,4/9/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,HIGHWAY / ROAD / ALLEY,0
80-21-019702,4/9/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-019703,4/9/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-21-019725,4/9/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-019731,4/9/2021,HARASSMENT (NO PHYSICAL CONTACT),HIGHWAY / ROAD / ALLEY,0
80-21-019754,4/9/2021,ASSAULT - 1ST DEGREE,"SPECIALTY STORE (TV, FUR, ETC)",0
80-21-019756,4/9/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-019759,4/9/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-019765,4/9/2021,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-21-019770,4/9/2021,ASSAULT - 4TH DEGREE (CHILD ABUSE),RESIDENCE / HOME,0
80-21-019772,4/8/2021,TERRORISTIC THREATENING 3RD DEGREE,BANK / SAVINGS & LOAN,0
80-21-019779,4/9/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-019785,4/9/2021,MENACING,RESIDENCE / HOME,0
80-21-019787,4/9/2021,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-019788,3/10/2021,ASSAULT - 2ND DEGREE,DRUG STORE/DR`S OFFICE/HOSPITAL,0
80-21-019792,4/6/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-21-019796,4/9/2021,TERRORISTIC THREATENING 3RD DEGREE,PARKING LOT / GARAGE,0
80-21-019797,4/6/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-21-019808,4/9/2021,RETALIATING AGAINST PARTICIPANT IN LEGAL PROCESS,RESIDENCE / HOME,0
80-21-019824,4/9/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-019825,4/9/2021,TERRORISTIC THREATENING 3RD DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-019827,4/9/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-019838,4/9/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-21-019842,4/9/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-019855,4/8/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-019866,4/9/2021,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-019869,4/9/2021,WANTON ENDANGERMENT-2ND DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-019872,4/9/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-019874,4/9/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,HIGHWAY / ROAD / ALLEY,0
80-21-019884,4/9/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-21-019885,4/9/2021,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-019895,4/9/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-019898,4/9/2021,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-019907,4/9/2021,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-019913,4/9/2021,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-21-019915,4/9/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-019917,4/9/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-019919,4/9/2021,UNLAWFUL IMPRISONMENT-1ST DEGREE,RESIDENCE / HOME,0
80-21-019922,4/9/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-019927,4/5/2021,UNLAWFUL IMPRISONMENT-2ND DEGREE,COMMERCIAL / OFFICE BUILDING,0
80-21-019928,4/10/2021,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-21-019929,4/9/2021,INTIMIDATING A PARTICIPANT IN LEGAL PROCESS,RESIDENCE / HOME,0
80-21-019932,4/10/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-019933,4/10/2021,STRANGULATION 1ST DEGREE,OTHER / UNKNOWN,0
80-21-019937,4/10/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,BAR / NIGHT CLUB,0
80-21-019939,4/10/2021,ASSAULT 3RD - PEACE OFFICER - NON COMMUNICABLE BODILY FLUID,RESTAURANT,1
80-21-019947,4/10/2021,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-21-019950,4/10/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-019954,4/10/2021,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-019965,4/10/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-019967,4/10/2021,MENACING,SERVICE / GAS STATION,0
80-21-019968,4/10/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-019980,4/10/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-019985,4/10/2021,ASSAULT - 1ST DEGREE,SERVICE / GAS STATION,0
80-21-019999,4/9/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-020014,4/10/2021,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE,RESIDENCE / HOME,0
80-21-020021,4/10/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-020028,4/10/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-020031,4/10/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020048,4/10/2021,MENACING,HOTEL / MOTEL / ETC.,1
80-21-020052,4/10/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-020054,4/10/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-020057,4/10/2021,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-21-020058,4/10/2021,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-020059,4/10/2021,VIOLATION OF KENTUCKY EPO/DVO,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020068,4/10/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-020074,4/10/2021,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020081,4/10/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-020082,4/10/2021,MENACING,SERVICE / GAS STATION,1
80-21-020085,4/10/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-020091,4/10/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-020106,4/9/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),RESTAURANT,0
80-21-020109,4/10/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-020112,4/10/2021,ASSAULT - 1ST DEGREE,DRUG STORE/DR`S OFFICE/HOSPITAL,0
80-21-020114,4/10/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-020115,4/10/2021,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-21-020116,4/10/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-21-020118,4/10/2021,TERRORISTIC THREATENING 3RD DEGREE,HOTEL / MOTEL / ETC.,0
80-21-020123,4/10/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-21-020132,4/11/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),HIGHWAY / ROAD / ALLEY,0
80-21-020138,4/11/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,PARKING LOT / GARAGE,0
80-21-020140,4/11/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-020149,4/11/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-21-020151,4/11/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-21-020152,4/11/2021,STRANGULATION 1ST DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020153,4/11/2021,STRANGULATION 1ST DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020155,4/11/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER / UNKNOWN,0
80-21-020162,4/11/2021,ENDANGERING THE WELFARE OF A MINOR,OTHER / UNKNOWN,0
80-21-020169,4/11/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-21-020172,4/11/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-21-020182,4/11/2021,TERRORISTIC THREATENING 3RD DEGREE,CONVENIENCE STORE,0
80-21-020185,4/11/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-020187,4/11/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020189,4/11/2021,ASSAULT - 4TH DEGREE (CHILD ABUSE),OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020206,4/11/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-020207,4/11/2021,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-020231,4/11/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-020234,4/11/2021,TERRORISTIC THREATENING 3RD DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020244,4/10/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-020254,4/11/2021,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),RESIDENCE / HOME,0
80-21-020261,4/11/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-020262,4/11/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),BAR / NIGHT CLUB,0
80-21-020264,4/11/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,SERVICE / GAS STATION,0
80-21-020274,4/11/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-020277,4/11/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020280,4/11/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-020282,4/11/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-020284,4/11/2021,HARASSMENT (NO PHYSICAL CONTACT),RESIDENCE / HOME,0
80-21-020288,4/11/2021,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-21-020293,4/11/2021,ASSAULT - 2ND DEGREE,RESIDENCE / HOME,0
80-21-020295,4/5/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-020301,4/11/2021,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-21-020303,4/11/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-21-020305,4/11/2021,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-21-020308,4/12/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),BAR / NIGHT CLUB,0
80-21-020309,4/12/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),PARKING LOT / GARAGE,0
80-21-020313,4/12/2021,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-21-020315,4/12/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-020317,4/12/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-020321,4/12/2021,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),DRUG STORE/DR`S OFFICE/HOSPITAL,1
80-21-020325,4/12/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,OTHER / UNKNOWN,0
80-21-020329,4/12/2021,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),RESIDENCE / HOME,0
80-21-020360,4/12/2021,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),RESIDENCE / HOME,0
80-21-020363,4/12/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-020366,4/8/2021,CRIMINAL ABUSE-1ST DEGREE-CHILD 12 OR UNDER,RESIDENCE / HOME,0
80-21-020376,4/10/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-020423,4/12/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020433,4/12/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-020438,4/12/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-020445,4/12/2021,MENACING,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020450,4/12/2021,TERRORISTIC THREATENING 3RD DEGREE,RESTAURANT,0
80-21-020474,4/12/2021,ENDANGERING THE WELFARE OF A MINOR,OTHER / UNKNOWN,0
80-21-020481,4/12/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-020484,4/12/2021,VIOLATION OF KENTUCKY EPO/DVO,OTHER / UNKNOWN,0
80-21-020489,4/12/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-020491,4/12/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-020497,4/12/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-21-020516,4/12/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020526,4/12/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-020535,4/12/2021,ASSAULT - 1ST DEGREE - DOMESTIC VIOLENCE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020542,4/12/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-020544,4/12/2021,ASSAULT - 2ND DEGREE,RESIDENCE / HOME,0
80-21-020545,4/13/2021,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-21-020549,4/13/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-020550,4/13/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-020551,4/13/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-21-020552,4/13/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-020561,4/13/2021,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-21-020573,4/13/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020574,4/13/2021,TERRORISTIC THREATENING 3RD DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020602,4/13/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-21-020619,4/11/2021,MENACING,HOTEL / MOTEL / ETC.,1
80-21-020622,4/13/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-020629,4/13/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-020631,4/5/2021,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-020647,4/13/2021,VIOLATION OF KENTUCKY EPO/DVO,OTHER / UNKNOWN,0
80-21-020648,3/6/2021,MENACING,RACE TRACK/GAMBLING FACILITY,0
80-21-020680,4/13/2021,TERRORISTIC THREATENING 3RD DEGREE,RESTAURANT,0
80-21-020685,4/13/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-020688,4/13/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-020692,4/13/2021,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),RESIDENCE / HOME,0
80-21-020705,4/13/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-020706,4/13/2021,MENACING,RESIDENCE / HOME,0
80-21-020712,4/13/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020715,4/13/2021,TERRORISTIC THREATENING 3RD DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020721,4/13/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-020729,4/13/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-21-020736,4/13/2021,TERRORISTIC THREATENING 3RD DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-020739,4/13/2021,STRANGULATION 1ST DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020740,4/13/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-020744,4/13/2021,VIOLATION OF KENTUCKY EPO/DVO,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020749,4/13/2021,HARASSMENT (NO PHYSICAL CONTACT),RESIDENCE / HOME,0
80-21-020753,4/13/2021,VIOLATION OF KENTUCKY EPO/DVO,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020758,4/13/2021,MENACING,JAIL / PENITENTARY,0
80-21-020761,4/13/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),OTHER / UNKNOWN,0
80-21-020765,4/13/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020766,4/13/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-020771,4/14/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-020772,4/14/2021,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-21-020778,4/14/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020781,4/14/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-020799,4/10/2021,HARASSMENT (NO PHYSICAL CONTACT),RESIDENCE / HOME,0
80-21-020820,4/14/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-020827,4/14/2021,ASSAULT - 2ND DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-020829,4/14/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESTAURANT,0
80-21-020852,4/14/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),RESTAURANT,0
80-21-020857,4/14/2021,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),RESIDENCE / HOME,0
80-21-020861,4/14/2021,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),RESTAURANT,0
80-21-020868,4/14/2021,WANTON ENDANGERMENT-1ST DEGREE,RESIDENCE / HOME,0
80-21-020875,4/14/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,RESIDENCE / HOME,0
80-21-020897,4/14/2021,MENACING,COMMERCIAL / OFFICE BUILDING,0
80-21-020912,4/14/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020919,4/14/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-020923,4/14/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-020934,4/14/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-020942,4/14/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-020945,4/14/2021,"ASSAULT, 4TH DEGREE DATING VIOLENCE (MINOR INJURY)",OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020950,4/14/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-21-020951,4/14/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),OTHER / UNKNOWN,0
80-21-020953,4/14/2021,TERRORISTIC THREATENING 3RD DEGREE,HOTEL / MOTEL / ETC.,0
80-21-020958,4/14/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-020961,4/14/2021,STRANGULATION 1ST DEGREE,RESIDENCE / HOME,0
80-21-020965,4/14/2021,STRANGULATION 1ST DEGREE,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-020970,4/14/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-21-020979,4/14/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-020981,4/14/2021,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-021004,4/10/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),RESIDENCE / HOME,0
80-21-021007,4/15/2021,VIOLATION OF KENTUCKY EPO/DVO,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-021009,4/14/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-021010,4/15/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-021012,4/15/2021,STRANGULATION 1ST DEGREE,HOTEL / MOTEL / ETC.,0
80-21-021047,4/15/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-021056,3/20/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),SERVICE / GAS STATION,0
80-21-021078,4/15/2021,HARASSMENT - PHYSICAL CONTACT - NO INJURY,OTHER / UNKNOWN,0
80-21-021088,4/15/2021,HARASSMENT (NO PHYSICAL CONTACT),RESIDENCE / HOME,0
80-21-021093,4/3/2021,ASSAULT - 4TH DEGREE (MINOR INJURY),OTHER RESIDENCE (APARTMENT/CONDO),0
80-21-021107,4/15/2021,VIOLATION OF KENTUCKY EPO/DVO,OTHER / UNKNOWN,0
80-21-021124,4/14/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-021126,4/15/2021,WANTON ENDANGERMENT-1ST DEGREE,GROCERY / SUPERMARKET,0
80-21-021144,4/15/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,OTHER / UNKNOWN,0
80-21-021154,4/15/2021,VIOLATION OF KENTUCKY EPO/DVO,OTHER / UNKNOWN,0
80-21-021156,4/15/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
80-21-021167,4/15/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY,RESIDENCE / HOME,0
80-21-021175,4/15/2021,ASSAULT - 2ND DEGREE,RESIDENCE / HOME,0
80-21-021177,4/15/2021,TERRORISTIC THREATENING 3RD DEGREE,RESIDENCE / HOME,0
80-21-021185,4/15/2021,VIOLATION OF KENTUCKY EPO/DVO,RESIDENCE / HOME,0
80-21-021186,4/15/2021,WANTON ENDANGERMENT-1ST DEGREE,HIGHWAY / ROAD / ALLEY,0
80-21-021194,4/15/2021,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY),CONVENIENCE STORE,0
80-21-021195,4/15/2021,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY,RESIDENCE / HOME,0
