ID,INCIDENT_NUMBER,DATE_REPORTED,DATE_OCCURED,CRIME_TYPE,NIBRS_CODE,UCR_HIERARCHY,ATT_COMP,LMPD_DIVISION,LMPD_BEAT,PREMISE_TYPE,BLOCK_ADDRESS,UOR_DESC,LEOKA_APPLIES,OFFICER_KILLED,TYPE_OF_ASSIGNMENT,TYPE_OF_ACTIVITY,OFFENSE_CITY,OFFENSE_ZIP
7467,80-15-090961,11/9/2015 3:47,11/9/2015 0:02,ASSAULT,13C,PART II,COMPLETED,7TH DIVISION,724,HIGHWAY / ROAD / ALLEY,7000 BLOCK LEISURE LN                                       ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40229
7468,80-15-090961,11/9/2015 3:47,11/9/2015 0:02,ASSAULT,13C,PART II,COMPLETED,7TH DIVISION,724,HIGHWAY / ROAD / ALLEY,7000 BLOCK LEISURE LN                                       ,MENACING,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40229
7469,80-15-090961,11/9/2015 3:47,11/9/2015 0:02,ASSAULT,13C,PART II,COMPLETED,7TH DIVISION,724,HIGHWAY / ROAD / ALLEY,7000 BLOCK LEISURE LN                                       ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40229
7470,80-15-090961,11/9/2015 3:47,11/9/2015 0:02,ASSAULT,13C,PART II,COMPLETED,7TH DIVISION,724,HIGHWAY / ROAD / ALLEY,7000 BLOCK LEISURE LN                                       ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40229
7471,80-15-090961,11/9/2015 3:47,11/9/2015 0:02,ASSAULT,13C,PART II,COMPLETED,7TH DIVISION,724,HIGHWAY / ROAD / ALLEY,7000 BLOCK LEISURE LN                                       ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40229
7472,80-15-098602,12/4/2015 14:04,11/20/2015 16:44,ASSAULT,13C,PART II,COMPLETED,3RD DIVISION,322,HIGHWAY / ROAD / ALLEY,5435 NEW CUT RD                                             ,HARASSMENT (NO PHYSICAL CONTACT),YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,,
7473,80-15-098602,12/4/2015 14:04,11/20/2015 16:44,ASSAULT,13C,PART II,COMPLETED,3RD DIVISION,322,HIGHWAY / ROAD / ALLEY,5435 NEW CUT RD                                             ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,,
7474,80-17-053877,7/4/2017 23:05,7/4/2017 21:38,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY,S 20TH ST / W MADISON ST                                    ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40203
7475,80-17-053877,7/4/2017 23:05,7/4/2017 21:38,ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY,S 20TH ST / W MADISON ST                                    ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40203
7476,80-17-053877,7/4/2017 23:05,7/4/2017 21:38,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,112,HIGHWAY / ROAD / ALLEY,S 20TH ST / W MADISON ST                                    ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40203
7477,80-17-038505,5/13/2017 19:59,5/13/2017 19:59,ASSAULT,13C,PART II,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME,3500 BLOCK BLUEGRASS PARK DR                                ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),DOMESTIC DISTURBANCE,WATTERSON_PARK,40218
7478,80-17-038505,5/13/2017 19:59,5/13/2017 19:59,ASSAULT,13B,PART II,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME,3500 BLOCK BLUEGRASS PARK DR                                ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),DOMESTIC DISTURBANCE,WATTERSON_PARK,40218
7479,80-17-038505,5/13/2017 19:59,5/13/2017 19:59,ASSAULT,13B,PART II,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME,3500 BLOCK BLUEGRASS PARK DR                                ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),DOMESTIC DISTURBANCE,WATTERSON_PARK,40218
7480,80-17-038505,5/13/2017 19:59,5/13/2017 19:59,ASSAULT,13C,PART II,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME,3500 BLOCK BLUEGRASS PARK DR                                ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),DOMESTIC DISTURBANCE,WATTERSON_PARK,40218
7481,80-16-044446,5/25/2016 14:25,5/25/2016 14:25,ASSAULT,13B,PART II,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME,4800 BLOCK RED OAK LN                                       ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ALONE,TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40218
7482,80-16-043150,5/21/2016 21:03,5/21/2016 21:03,ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,123,GOVERNMENT / PUBLIC BUILDING,0 BLOCK ARENA PLZ                                           ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40202
7483,80-16-060666,7/17/2016 19:46,7/17/2016 19:46,ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,134,PARK / PLAYGROUND,100 BLOCK RIVER RD                                          ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ALONE,ALL OTHER,LOUISVILLE,40202
7484,80-16-097092,11/12/2016 19:20,11/12/2016 19:10,ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,112,RESIDENCE / HOME,2500 BLOCK W CHESTNUT ST                                    ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),DOMESTIC DISTURBANCE,LOUISVILLE,40211
7485,80-17-012301,2/11/2017 19:57,2/11/2017 19:02,ASSAULT,13B,PART II,COMPLETED,3RD DIVISION,315,RESIDENCE / HOME,6200 BLOCK MIDDLEROSE CIR                                   ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40272
7486,80-12-088257,11/5/2012 22:44,11/5/2012 22:44,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME,900 BLOCK ALGONQUIN PKY                                     ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40208
7487,80-12-088257,11/5/2012 22:44,11/5/2012 22:44,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,423,RESIDENCE / HOME,900 BLOCK ALGONQUIN PKY                                     ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40208
7488,80-12-088955,11/8/2012 11:29,7/27/2012 18:27,ASSAULT,13C,PART II,COMPLETED,6TH DIVISION,625,RESIDENCE / HOME,4200 WALLINGFORD LN                                         ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,,
7489,80-12-092155,11/19/2012 23:00,11/19/2012 20:17,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,212,HIGHWAY / ROAD / ALLEY,3600 BLOCK GREENWOOD AVE                                    ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40211
7490,80-12-092155,11/19/2012 23:00,11/19/2012 20:17,ASSAULT,13A,PART I,COMPLETED,2ND DIVISION,212,HIGHWAY / ROAD / ALLEY,3600 BLOCK GREENWOOD AVE                                    ,ASSAULT - 2ND DEGREE - POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40211
7491,80-12-101065,12/14/2012 4:52,12/14/2012 3:05,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY,7TH STREET RD / BERRY BLVD                                  ,WANTON ENDANGERMENT-2ND DEGREE-POLICE OFFICER,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40216
7492,80-12-101065,12/14/2012 4:52,12/14/2012 3:05,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,423,HIGHWAY / ROAD / ALLEY,7TH STREET RD / BERRY BLVD                                  ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40216
7493,80-13-001707,12/31/2012 22:15,12/31/2012 22:15,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY,1200 BLOCK LIBERTY CT                                       ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ALONE,INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40203
7494,80-13-001707,12/31/2012 22:15,12/31/2012 22:15,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,123,OTHER RESIDENCE (APARTMENT/CONDO),1200 BLOCK LIBERTY CT                                       ,MENACING,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ALONE,INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40203
7495,80-13-011751,2/17/2013 2:10,2/16/2013 2:00,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,135,DRUG STORE/DR`S OFFICE/HOSPITAL,500 BLOCK S JACKSON ST                                      ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40202
7496,80-13-026213,4/12/2013 1:35,4/12/2013 1:35,ASSAULT,13C,PART II,COMPLETED,3RD DIVISION,316,HIGHWAY / ROAD / ALLEY,DIXIE HWY / FLOWERVALE LN                                   ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40272
7497,80-13-029853,4/28/2013 5:36,4/28/2013 3:59,ASSAULT,13C,PART II,COMPLETED,METRO LOUISVILLE,,HOTEL / MOTEL / ETC.,3900 BLOCK SHELBYVILLE RD                                   ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,ST_MATTHEWS,
7498,80-13-029853,4/28/2013 5:36,4/28/2013 3:59,ASSAULT,13C,PART II,COMPLETED,METRO LOUISVILLE,,HOTEL / MOTEL / ETC.,3900 BLOCK SHELBYVILLE RD                                   ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),ALL OTHER,ST_MATTHEWS,
7499,80-13-026213,4/12/2013 1:35,4/12/2013 1:35,ASSAULT,13C,PART II,COMPLETED,3RD DIVISION,316,HIGHWAY / ROAD / ALLEY,DIXIE HWY / FLOWERVALE LN                                   ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ALL OTHER,LOUISVILLE,40272
7500,80-13-011751,2/17/2013 2:10,2/16/2013 2:00,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,135,DRUG STORE/DR`S OFFICE/HOSPITAL,500 BLOCK S JACKSON ST                                      ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40202
7501,80-13-048121,6/29/2013 21:02,6/29/2013 20:50,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME,300 BLOCK E BURNETT AVE                                     ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40208
7502,80-13-048121,6/29/2013 21:02,6/29/2013 20:50,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,411,RESIDENCE / HOME,300 BLOCK E BURNETT AVE                                     ,WANTON ENDANGERMENT-2ND DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40208
7503,80-14-028651,4/24/2014 2:44,4/24/2014 2:44,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,412,CONVENIENCE STORE,300 BLOCK E ST CATHERINE ST                                 ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40203
7504,80-14-028651,4/24/2014 2:44,4/24/2014 2:44,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,412,CONVENIENCE STORE,300 BLOCK E ST CATHERINE ST                                 ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40203
7505,80-14-025040,4/10/2014 16:21,4/10/2014 16:21,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,424,HIGHWAY / ROAD / ALLEY,4300 BLOCK S 3RD ST                                         ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40214
7506,80-14-025040,4/10/2014 16:21,4/10/2014 16:21,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,424,HIGHWAY / ROAD / ALLEY,4300 BLOCK S 3RD ST                                         ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40214
7507,80-14-027928,4/21/2014 16:50,4/21/2014 16:40,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME,5000 BLOCK WABASH PL                                        ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40214
7508,80-14-027928,4/21/2014 16:50,4/21/2014 16:40,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME,5000 BLOCK WABASH PL                                        ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40214
7509,80-14-027928,4/21/2014 16:50,4/21/2014 16:40,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME,5000 BLOCK WABASH PL                                        ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40214
7510,80-14-027928,4/21/2014 16:50,4/21/2014 16:40,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,436,RESIDENCE / HOME,5000 BLOCK WABASH PL                                        ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40214
7511,80-14-028651,4/24/2014 2:44,4/24/2014 2:44,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,412,CONVENIENCE STORE,300 BLOCK E ST CATHERINE ST                                 ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40203
7512,80-14-028651,4/24/2014 2:44,4/24/2014 2:44,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,412,CONVENIENCE STORE,300 BLOCK E ST CATHERINE ST                                 ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40203
7513,80-14-028651,4/24/2014 2:44,4/24/2014 2:44,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,412,CONVENIENCE STORE,300 BLOCK E ST CATHERINE ST                                 ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40203
7514,80-14-027997,4/21/2014 21:44,4/21/2014 21:44,ASSAULT,13C,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME,4600 BLOCK ROSE FARM DR                                     ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40258
7515,80-14-028651,4/24/2014 2:44,4/24/2014 2:44,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,412,CONVENIENCE STORE,300 BLOCK E ST CATHERINE ST                                 ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40203
7516,80-14-027997,4/21/2014 21:44,4/21/2014 21:44,ASSAULT,13B,PART II,COMPLETED,3RD DIVISION,331,RESIDENCE / HOME,4600 BLOCK ROSE FARM DR                                     ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40258
7517,80-14-053066,7/17/2014 13:00,7/17/2014 13:00,ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,123,OTHER RESIDENCE (APARTMENT/CONDO),400 BLOCK S 8TH ST                                          ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ALONE,ATTEMPTING OTHER ARREST,LOUISVILLE,40203
7518,80-14-053066,7/17/2014 13:00,7/17/2014 13:00,ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,123,OTHER RESIDENCE (APARTMENT/CONDO),400 BLOCK S 8TH ST                                          ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ALONE,ATTEMPTING OTHER ARREST,LOUISVILLE,40203
7519,80-13-076382,10/5/2013 0:09,10/5/2013 0:09,ASSAULT,13C,PART II,COMPLETED,5TH DIVISION,521,HIGHWAY / ROAD / ALLEY,1800 BLOCK MELLWOOD AVE                                     ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40206
7520,80-13-076382,10/5/2013 0:09,10/5/2013 0:09,ASSAULT,13C,PART II,COMPLETED,5TH DIVISION,521,HIGHWAY / ROAD / ALLEY,1800 BLOCK MELLWOOD AVE                                     ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40206
7521,80-13-053179,7/18/2013 0:40,7/18/2013 0:40,ASSAULT,13A,PART I,COMPLETED,1ST DIVISION,123,HIGHWAY / ROAD / ALLEY,S 13TH ST / W MUHAMMAD ALI BLVD                             ,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER,YES,NO,DETECTIVE OR SPECIAL ASSIGNMENT ALONE,ATTEMPTING OTHER ARREST,LOUISVILLE,40203
7522,80-13-068920,11/27/2012 15:31,11/27/2012 15:31,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY,S 2ND ST / W MAGNOLIA AVE                                   ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40208
7523,80-13-068920,11/27/2012 15:31,11/27/2012 15:31,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY,S 2ND ST / W MAGNOLIA AVE                                   ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40208
7524,80-13-087654,11/12/2013 21:47,11/12/2013 21:40,ASSAULT,13B,PART II,COMPLETED,1ST DIVISION,111,HIGHWAY / ROAD / ALLEY,S 10TH ST / W BROADWAY                                      ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40203
7525,80-14-005045,1/20/2014 17:07,1/20/2014 17:00,ASSAULT,13C,PART II,COMPLETED,2ND DIVISION,212,HIGHWAY / ROAD / ALLEY,S 35TH ST / W BROADWAY                                      ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40211
7526,80-11-009248,2/6/2011 1:17,2/6/2011 1:17,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,424,PARKING LOT / GARAGE,2700 BLOCK S FLOYD ST                                       ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40209
7527,80-11-009248,2/6/2011 1:17,2/6/2011 1:17,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,424,BAR / NIGHT CLUB,2700 BLOCK S FLOYD ST                                       ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40209
7528,80-11-034657,5/7/2011 22:47,5/7/2011 22:47,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY,S 6TH ST / W ORMSBY AVE                                     ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40203
7529,80-11-034657,5/7/2011 22:47,5/7/2011 22:47,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,411,HIGHWAY / ROAD / ALLEY,S 6TH ST / W ORMSBY AVE                                     ,MENACING,YES,NO,ONE-MAN VEHICLE ASSISTED (UNIFORMED OFFICER),INVESTIGATING SUSPICIOUS PERSONS OR CIRCUMSTANCE,LOUISVILLE,40203
7530,80-10-097309,12/9/2010 2:08,12/8/2010 23:30,ASSAULT,13A,PART I,COMPLETED,3RD DIVISION,334,HIGHWAY / ROAD / ALLEY,I265S AT STONESTREET RD                                     ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40272
7531,80-11-009248,2/6/2011 1:17,2/6/2011 1:17,ASSAULT,13C,PART II,COMPLETED,4TH DIVISION,424,BAR / NIGHT CLUB,2700 BLOCK S FLOYD ST                                       ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40209
7532,80-11-000517,1/3/2011 5:04,1/3/2011 4:55,ASSAULT,13C,PART II,COMPLETED,6TH DIVISION,613,RESIDENCE / HOME,5000 BLOCK MONTICELLO AVE                                   ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40218
7533,80-11-009248,2/6/2011 1:17,2/6/2011 1:17,ASSAULT,13B,PART II,COMPLETED,4TH DIVISION,424,PARKING LOT / GARAGE,2700 BLOCK S FLOYD ST                                       ,ASSAULT-3RD DEGREE-POLICE/PROBATION OFFICER-IDENTIFY WEAPON,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40209
7534,80-10-102253,12/29/2010 15:14,12/29/2010 15:03,ASSAULT,13A,PART I,COMPLETED,6TH DIVISION,613,HIGHWAY / ROAD / ALLEY,GOLDSMITH LN / NEWBURG RD                                   ,WANTON ENDANGERMENT-1ST DEGREE,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),TRAFFIC PURSUIT OR STOPS,LOUISVILLE,40218
7535,80-10-097309,12/9/2010 2:08,12/8/2010 23:30,ASSAULT,13C,PART II,COMPLETED,3RD DIVISION,334,HIGHWAY / ROAD / ALLEY,I265S AT STONESTREET RD                                     ,MENACING,YES,NO,ONE-MAN VEHICLE ALONE (UNIFORMED OFFICER),ATTEMPTING OTHER ARREST,LOUISVILLE,40272
7536,80-15-106360,12/30/2015 14:36,12/30/2015 13:07,ASSAULT,13C,PART II,COMPLETED,1ST DIVISION,135,HIGHWAY / ROAD / ALLEY,400 BLOCK E JEFFERSON ST                                    ,TERRORISTIC THREATENING 3RD DEGREE,YES,NO,TWO-MAN VEHICLE (UNIFORMED OFFICER),RESPONDING TO DISTURBANCE CALLS,LOUISVILLE,40202
